id,title,description,publishTime,duration_seconds,viewCount,likeCount,Like_to_view_ratio
ZQZzR0DUujc,"New Optic Gaming Gear Coming To Advanced Warfare, My Thoughts",This video is just my thoughts on the new optic gaming gear that is coming to advanced warfare. Twitter Please Follow!,2015-08-01 16:47:55+00:00,151,13954,374.0,37.31016042780749
9Ax56oRhcZc,Counting To 10000 In One Sitting,Counting To 10000 In One Sitting ------------------------------------------------------------------------------------------------------------- →→ FOLLOW ...,2016-02-01 00:27:55+00:00,12581,28634115,463400.0,61.79135735865343
ZJwX2jTXWwQ,Watching It&#39;s Everyday Bro For 10 Hours Straight,"10 hours of suffering WE WROTE, SHOT, and EDITED THIS IN 1 DAY. HOPE YOU ENJOY... SUBSCRIBE FOR A FREE CAR ...",2017-06-17 21:06:02+00:00,36011,26678886,784884.0,33.990864892136926
xWcldHxHFpo,"I Counted To 100,000!",I can't believe I did this.. Like or I eat your food ...,2017-01-09 00:00:39+00:00,85686,24636026,1162093.0,21.199702605557388
mGIpOtncmSM,"Saying Pewdiepie 100,000 Times",I SAID HIS NAME 100000 TIMES TO STOP TSERIES IN THEIR TRACKS New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,2018-11-25 21:07:01+00:00,42520,21226054,1451683.0,14.621686690551588
ep7S1XnuQLU,"5,000 Hype",My Friend - https://www.youtube.com/watch?v=VJnczlbjyss Lets get him over 500 subs :),2015-08-11 10:00:00+00:00,184,68280,1890.0,36.12698412698413
t8aM4HuVLrQ,This is a block? Since when lol.,"This is the first time i ever encountered the yellow block or so called ""sponge"" in minecraft. since when is this a block?",2013-01-21 22:30:09+00:00,52,360054,15298.0,23.536017780101975
vZrL_FFITgs,Subscriber Goals For 2016,"I thought this was really cool, make sure to leave a comment if you want to be in next year's video! ▻ Subscribe?",2015-02-28 17:12:07+00:00,248,24379,724.0,33.67265193370166
9CVwXBYVqVk,"Counting To 200,000 (Road To A Mil)","I can't believe I did this *expand* Like I said at the beginning of the video, I didn't want to speed this up but I had no choice.",2017-02-18 00:00:03+00:00,84878,3357112,133927.0,25.066730382969826
2IGxSOfsBok,I Hate Pewdiepie!!!!!,I pretty much explain it in the video. I dont hate pewds I just want to see how many little 12 years olds will come and dislike this ...,2014-02-01 00:16:57+00:00,126,2660347,220560.0,12.061783641639463
bEIK5ni_Pzs,How Many People Get The Diamond Play Button?????,This is about the new diamond play button that youtube released at Vid-Con. You have to have over 10 million subscribers to ...,2015-07-25 10:00:03+00:00,236,1711032,16809.0,101.79261110119579
bIZ5_L1ru2w,Funny Noob Tubing Reaction Montage!,Just listen to these people rage about my noob tube its hilarious!!,2013-08-16 03:04:45+00:00,149,52419,1799.0,29.137854363535297
v3tbnlc5cfo,Battle Pirates!,This is a really fun game that if you have never heard of before you should go check out! = Enjoy the video? Click here!,2013-09-21 22:18:59+00:00,215,35238,1612.0,21.859801488833746
XKSJRulqDNA,Most Epic Thing In Minecraft!?!?!?!?!?!!?????,This is an INSANE noteblock song! I hope you enjoy and be sure to leave a like if you listen all the way through!,2013-03-10 22:19:14+00:00,273,188255,8126.0,23.166994831405365
anZbhN0Wh_4,How Much Does PewDiePie Make????? 2016,Yes I have made 2 videos like this in the past but this is the last one I will make. Pewdiepie is the number one youtuber and alot of ...,2014-05-24 19:33:12+00:00,207,155556,3085.0,50.423338735818476
dPxAFqs2eYE,"Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded)",These are three eastereggs I found in Ghost.... Feel free to go into a private match and shoot them and see what happens :),2013-11-17 18:26:11+00:00,100,37057,1560.0,23.754487179487178
moMJjt5KECc,Money Problems,This is a little different of a video and I just want to know what you think!,2014-08-20 17:40:18+00:00,242,102688,2564.0,40.049921996879874
HuLAAXZXIy0,This Kid Should Quit COD....,"The video says it all. ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 I read every comment, and love any type ...",2014-06-02 21:37:07+00:00,77,35121,784.0,44.797193877551024
NiqkH7qVW0U,100k Subs With No Videos????,I have lost my faith in humanity The channel ...,2015-04-11 16:51:40+00:00,257,378886,7538.0,50.26346511010878
uUIlb2rpIuY,Epic Minecraft city! (w/ download link!),"This city is HUGE! I only show a little part of it in this video, if you want to see the whole thing just download it!",2013-04-11 01:00:01+00:00,154,142709,5172.0,27.59261407579273
yeHjsYQ076A,Remember When COD Was Fun?,"Yup, another very pointless video ▻ Subscribe? - http://bit.ly/1sBQXmi ▻ Follow? - http://bit.ly/1ljKsl1 Sponsor ...",2015-04-26 21:26:36+00:00,216,16312,574.0,28.418118466898953
X7doE4h6W64,Insane Gun Sync - 7 Hours To Make,Look at this - http://gyazo.com/8852509d2350db03af8ac1afa9172102 I probably should have done something easier for my first ...,2015-06-21 12:22:34+00:00,134,15740,637.0,24.70957613814757
AIytwdufwW8,MY MESSAGE TO COD YOUTUBERS (Watch till end plz),The beginning of the video is a little off topic but I bring it all back in the finally minutes of the video. ▻ Subscribe?,2015-05-29 20:07:48+00:00,292,18502,508.0,36.42125984251968
56OkH6ocYZU,L0114R - Biblical Creeper Post for Post @L0114R,His channel - https://www.youtube.com/user/thefunky31 My vid on his channel - https://www.youtube.com/watch?v=tGmtv6QM1rQ ...,2015-05-15 16:48:54+00:00,109,16627,430.0,38.66744186046512
zi7tZ-2PhLk,How Much Money Do You Make As An Uber Driver??????,In this video I talk about being an uber driver and give my thoughts and analysis on the whole thing on the money you make per ...,2015-05-31 18:31:25+00:00,304,18773,370.0,50.73783783783784
